comments,duration,languages,published_date,date,tags,views,year,month,name,url
46,390,33,1349709367,2012-10-08,"['business', 'design', 'social media']",943919,2012,Oct,Tim Leberecht,"https://www.ted.com/talks/tim_leberecht_3_ways_to_usefully_lose_control_of_your_reputation
"
62,1001,23,1349794941,2012-10-09,"['Internet', 'art', 'computers', 'creativity', 'design', 'humor', 'leadership', 'technology']",1045703,2012,Oct,John Maeda,"https://www.ted.com/talks/john_maeda_how_art_technology_and_design_inform_creative_leaders
"
225,524,34,1349881280,2012-10-10,"['activism', 'brain', 'comedy', 'culture', 'entertainment', 'evolution', 'humor', 'mental health', 'society']",2352202,2012,Oct,Ruby Wax,"https://www.ted.com/talks/ruby_wax_what_s_so_funny_about_mental_illness
"
350,274,39,1349967614,2012-10-11,"['collaboration', 'communication', 'engineering', 'presentation', 'science', 'speech', 'storytelling', 'teaching']",2106788,2012,Oct,Melissa Marshall,"https://www.ted.com/talks/melissa_marshall_talk_nerdy_to_me
"
32,754,30,1350056602,2012-10-12,"['art', 'biotech', 'collaboration', 'conservation', 'culture', 'exploration', 'history', 'painting', 'science', 'science and art', 'technology', 'visualizations']",725173,2012,Oct,Maurizio Seracini,"https://www.ted.com/talks/maurizio_seracini_the_secret_lives_of_paintings
"
150,757,25,1350313226,2012-10-15,"['business', 'creativity', 'education', 'failure', 'productivity', 'success', 'technology']",1495331,2012,Oct,Eddie Obeng,"https://www.ted.com/talks/eddie_obeng_smart_failure_for_a_fast_changing_world
"
92,985,19,1350399604,2012-10-16,"['health', 'health care', 'medical research', 'open-source']",539219,2012,Oct,John Wilbanks,"https://www.ted.com/talks/john_wilbanks_let_s_pool_our_medical_data
"
119,925,28,1350486799,2012-10-17,"['bees', 'biology', 'brain', 'children', 'cognitive science', 'collaboration', 'curiosity', 'decision-making', 'insects', 'intelligence', 'memory', 'mind', 'neuroscience', 'science', 'youth']",1272319,2012,Oct,Beau Lotto + Amy O'Toole,"https://www.ted.com/talks/beau_lotto_amy_o_toole_science_is_for_everyone_kids_included
"
127,1137,26,1350572558,2012-10-18,"['corruption', 'culture', 'democracy', 'journalism', 'news', 'politics']",932024,2012,Oct,Heather Brooke,"https://www.ted.com/talks/heather_brooke_my_battle_to_expose_government_corruption
"
111,265,30,1350658850,2012-10-19,"['Internet', 'computers', 'interface design', 'online video', 'software', 'technology', 'web']",695153,2012,Oct,Ryan Merkley,"https://www.ted.com/talks/ryan_merkley_online_video_annotated_remixed_and_popped
"
115,1023,22,1350918297,2012-10-22,"['business', 'economics', 'global issues', 'social change', 'social media']",813261,2012,Oct,Pankaj Ghemawat,"https://www.ted.com/talks/pankaj_ghemawat_actually_the_world_isn_t_flat
"
102,842,26,1351004595,2012-10-23,"['TEDx', 'brain', 'choice', 'cognitive science', 'history', 'mind', 'morality', 'politics', 'psychology', 'science', 'sex', 'smell', 'sociology']",692434,2012,Oct,David Pizarro,"https://www.ted.com/talks/david_pizarro_the_strange_politics_of_disgust
"
141,917,27,1351090852,2012-10-24,"['TEDx', 'children', 'culture', 'poetry', 'spoken word']",720465,2012,Oct,Lemn Sissay,"https://www.ted.com/talks/lemn_sissay_a_child_of_the_state
"
151,539,28,1351177228,2012-10-25,"['TEDx', 'architecture', 'art', 'climate change', 'design', 'invention', 'materials', 'sustainability', 'technology']",1171568,2012,Oct,Doris Kim Sung,"https://www.ted.com/talks/doris_kim_sung_metal_that_breathes
"
109,395,37,1351263615,2012-10-26,"['illusion', 'magic', 'technology']",1965808,2012,Oct,Marco Tempest,"https://www.ted.com/talks/marco_tempest_a_cyber_magic_card_trick_like_no_other
"
361,821,30,1351522817,2012-10-29,"['TEDx', 'corruption', 'democracy', 'global issues', 'government', 'politics', 'society', 'state-building']",852344,2012,Oct,Rory Stewart,"https://www.ted.com/talks/rory_stewart_how_to_rebuild_democracy
"
58,866,26,1351608915,2012-10-30,"['data', 'economics', 'global development', 'global issues', 'open-source']",488481,2012,Oct,Sanjay Pradhan,"https://www.ted.com/talks/sanjay_pradhan_how_open_data_is_changing_international_aid
"
79,985,24,1351695656,2012-10-31,"['DNA', 'TEDx', 'aging', 'animals', 'biodiversity', 'biology', 'biomimicry', 'disability', 'disease', 'ecology', 'environment', 'evolution', 'genetics', 'hearing', 'insects', 'science', 'sight']",472121,2012,Oct,Emma Teeling,"https://www.ted.com/talks/emma_teeling_the_secret_of_the_bat_genome
"
77,1001,31,1351782061,2012-11-01,"['TEDx', 'culture', 'men', 'philanthropy']",714578,2012,Nov,Adam Garone,"https://www.ted.com/talks/adam_garone_healthier_men_one_moustache_at_a_time
"
169,320,38,1351868614,2012-11-02,"['Autism spectrum disorder', 'brain', 'culture', 'mental health']",1123786,2012,Nov,Faith Jegede Cole,"https://www.ted.com/talks/faith_jegede_what_i_ve_learned_from_my_autistic_brothers
"
300,616,33,1352131796,2012-11-05,"['TEDx', 'brain', 'happiness', 'psychology', 'software']",2723934,2012,Nov,Matt Killingsworth,"https://www.ted.com/talks/matt_killingsworth_want_to_be_happier_stay_in_the_moment
"
105,299,31,1352217687,2012-11-06,"['PTSD', 'TEDx', 'disaster relief', 'global issues', 'military', 'natural disaster', 'suicide']",485501,2012,Nov,Jake Wood,"https://www.ted.com/talks/jake_wood_a_new_mission_for_veterans_disaster_relief
"
44,726,24,1352304098,2012-11-07,"['TEDx', 'bees', 'nature', 'photography']",1022799,2012,Nov,Gary Greenberg,"https://www.ted.com/talks/gary_greenberg_the_beautiful_nano_details_of_our_world
"
69,641,29,1352390596,2012-11-08,"['activism', 'children', 'culture', 'family', 'parenting', 'psychology', 'social change', 'sociology', 'youth']",803292,2012,Nov,Georgette Mulheir,"https://www.ted.com/talks/georgette_mulheir_the_tragedy_of_orphanages
"
107,1111,24,1352477107,2012-11-09,"['TEDx', 'communication', 'technology']",1198585,2012,Nov,Jeff Hancock,"https://www.ted.com/talks/jeff_hancock_3_types_of_digital_lies
"
76,1040,26,1352736452,2012-11-12,"['art', 'creativity', 'entertainment', 'photography']",1776779,2012,Nov,Julie Burstein,"https://www.ted.com/talks/julie_burstein_4_lessons_in_creativity
"
170,561,25,1352824689,2012-11-13,"['global issues', 'innovation', 'invention', 'public health', 'women']",1115222,2012,Nov,Arunachalam Muruganantham,"https://www.ted.com/talks/arunachalam_muruganantham_how_i_started_a_sanitary_napkin_revolution
"
197,292,38,1352908918,2012-11-14,"['communication', 'culture']",1909462,2012,Nov,Hannah Brencher,"https://www.ted.com/talks/hannah_brencher_love_letters_to_strangers
"
82,393,35,1352995235,2012-11-15,"['TEDYouth', 'art', 'design', 'engineering', 'innovation', 'invention', 'play', 'toy', 'youth']",766305,2012,Nov,Leah Buechley,"https://www.ted.com/talks/leah_buechley_how_to_sketch_with_electronics
"
41,546,27,1353081633,2012-11-16,"['community', 'performance art', 'theater']",674288,2012,Nov,David Binder,"https://www.ted.com/talks/david_binder_the_arts_festival_revolution
"
309,1077,28,1353341964,2012-11-19,"['TEDx', 'brain', 'education', 'gaming']",4682458,2012,Nov,Daphne Bavelier,"https://www.ted.com/talks/daphne_bavelier_your_brain_on_video_games
"
136,674,26,1353427357,2012-11-20,"['TEDx', 'culture', 'design', 'disability', 'engineering', 'innovation', 'invention', 'physics', 'poverty', 'product design']",1004016,2012,Nov,Amos Winter,"https://www.ted.com/talks/amos_winter_the_cheap_all_terrain_wheelchair
"
87,302,33,1353514178,2012-11-21,"['children', 'entertainment', 'live music', 'performance', 'wunderkind', 'youth']",1798001,2012,Nov,Sleepy Man Banjo Boys,"https://www.ted.com/talks/teenaged_boy_wonders_play_bluegrass
"
667,587,38,1353592800,2012-11-22,"['TEDx', 'biodiversity', 'biology', 'compassion', 'culture', 'photography']",3658158,2012,Nov,Louie Schwartzberg,"https://www.ted.com/talks/louie_schwartzberg_nature_beauty_gratitude
"
782,380,44,1353675600,2012-11-23,"['TED Fellows', 'art', 'cities', 'community', 'death', 'public spaces']",4922118,2012,Nov,Candy Chang,"https://www.ted.com/talks/candy_chang_before_i_die_i_want_to
"
329,1029,35,1353946523,2012-11-26,"['TEDx', 'business', 'global development', 'global issues']",2829484,2012,Nov,Ernesto Sirolli,"https://www.ted.com/talks/ernesto_sirolli_want_to_help_someone_shut_up_and_listen
"
221,507,33,1354031983,2012-11-27,"['cars', 'transportation']",1194938,2012,Nov,Jonas Eliasson,"https://www.ted.com/talks/jonas_eliasson_how_to_solve_traffic_jams
"
342,1137,31,1354118446,2012-11-28,"['Human body', 'TEDx', 'body language', 'health', 'health care', 'identity', 'storytelling']",1367089,2012,Nov,Janine Shepherd,"https://www.ted.com/talks/janine_shepherd_a_broken_body_isn_t_a_broken_person
"
74,401,33,1354204935,2012-11-29,"['Africa', 'Egypt', 'adventure', 'animals', 'bacteria', 'biodiversity', 'biology', 'birds', 'conservation', 'ecology', 'environment', 'history', 'nature', 'pollution', 'science', 'wind energy']",926948,2012,Nov,Munir Virani,"https://www.ted.com/talks/munir_virani_why_i_love_vultures
"
183,172,48,1354291786,2012-11-30,"['culture', 'design', 'humor', 'product design', 'technology']",2324212,2012,Nov,Paolo Cardini,"https://www.ted.com/talks/paolo_cardini_forget_multitasking_try_monotasking
"
238,991,23,1354552084,2012-12-03,"['Egypt', 'TEDx', 'culture', 'faith', 'global issues', 'politics', 'religion', 'terrorism', 'war']",660569,2012,Dec,Bobby Ghosh,"https://www.ted.com/talks/bobby_ghosh_why_global_jihad_is_losing
"
129,313,34,1354637235,2012-12-04,"['Africa', 'business', 'entrepreneur', 'global development', 'innovation', 'invention', 'water']",1594495,2012,Dec,Ludwick Marishane,"https://www.ted.com/talks/ludwick_marishane_a_bath_without_water
"
102,300,32,1354723200,2012-12-05,"['business', 'prison']",1233545,2012,Dec,Jeff Smith,"https://www.ted.com/talks/jeff_smith_lessons_in_business_from_prison
"
145,379,31,1354810027,2012-12-06,"['TED Fellows', 'biology', 'biotech', 'cancer', 'disease', 'engineering', 'health', 'health care', 'illness', 'innovation', 'medical research', 'medicine', 'molecular biology', 'pharmaceuticals', 'physiology', 'science', 'synthetic biology', 'technology']",1063880,2012,Dec,Nina Tandon,"https://www.ted.com/talks/nina_tandon_could_tissue_engineering_mean_personalized_medicine
"
84,535,23,1354896173,2012-12-07,"['TEDYouth', 'performance', 'poetry', 'spoken word']",1120276,2012,Dec,Lemon Andersen,"https://www.ted.com/talks/lemon_andersen_performs_please_don_t_take_my_air_jordans
"
94,676,24,1355156304,2012-12-10,"['AIDS', 'Bioethics', 'HIV', 'TEDx', 'activism', 'business', 'collaboration', 'disease', 'health', 'health care', 'history', 'illness', 'invention', 'medical research', 'medicine', 'morality', 'open-source', 'pandemic', 'pharmaceuticals', 'public health', 'science', 'social change', 'society']",389194,2012,Dec,Ellen 't Hoen,"https://www.ted.com/talks/ellen_t_hoen_pool_medical_patents_save_lives
"
107,809,25,1355241610,2012-12-11,"['Internet', 'culture', 'journalism', 'online video']",1229150,2012,Dec,Markham Nolan,"https://www.ted.com/talks/markham_nolan_how_to_separate_fact_and_fiction_online
"
200,431,30,1355328687,2012-12-12,"['Middle East', 'TEDx', 'comedy', 'culture', 'entertainment', 'humor', 'performance']",8105311,2012,Dec,Maz Jobrani,"https://www.ted.com/talks/maz_jobrani_a_saudi_an_indian_and_an_iranian_walk_into_a_qatari_bar
"
72,1028,23,1355414450,2012-12-13,"['TEDx', 'animals', 'biodiversity', 'biology', 'ecology', 'insects', 'science', 'sight']",1003863,2012,Dec,Marcus Byrne,"https://www.ted.com/talks/marcus_byrne_the_dance_of_the_dung_beetle
"
112,637,33,1355500841,2012-12-14,"['culture', 'extreme sports', 'personal growth', 'potential', 'sports', 'travel']",1778739,2012,Dec,Ben Saunders,"https://www.ted.com/talks/ben_saunders_why_bother_leaving_the_house
"
82,744,24,1355760058,2012-12-17,"['business', 'collaboration', 'consumerism', 'transportation', 'women in business']",917877,2012,Dec,Robin Chase,"https://www.ted.com/talks/robin_chase_excuse_me_may_i_rent_your_car
"
183,678,28,1355847154,2012-12-18,"['Bioethics', 'advertising', 'behavioral economics', 'brain', 'cognitive science', 'consumerism', 'decision-making', 'health', 'journalism', 'marketing', 'media', 'medical research', 'mental health', 'mind', 'neuroscience', 'science', 'shopping']",1200277,2012,Dec,Molly Crockett,"https://www.ted.com/talks/molly_crockett_beware_neuro_bunk
"
75,218,45,1355914800,2012-12-19,"['children', 'parenting', 'photography']",1405909,2012,Dec,Steven Addis,"https://www.ted.com/talks/steven_addis_a_father_daughter_bond_one_photo_at_a_time
"
215,1188,20,1356019744,2012-12-20,"['economics', 'global issues', 'politics']",783528,2012,Dec,Adam Davidson,"https://www.ted.com/talks/adam_davidson_what_we_learned_from_teetering_on_the_fiscal_cliff
"
810,897,33,1356106082,2012-12-21,"['Iran', 'Middle East', 'TEDx', 'design', 'global issues', 'peace']",2033797,2012,Dec,Ronny Edry,"https://www.ted.com/talks/israel_and_iran_a_love_story
"
200,690,30,1357143205,2013-01-02,"['creativity', 'death', 'entertainment', 'fear', 'storytelling']",1951290,2013,Jan,Karen Thompson Walker,"https://www.ted.com/talks/karen_thompson_walker_what_fear_can_teach_us
"
311,837,26,1357229064,2013-01-03,"['DNA', 'animals', 'biomimicry', 'biotech', 'disease', 'ecology', 'engineering', 'genetics', 'global issues', 'health', 'illness', 'innovation', 'insects', 'pandemic', 'public health', 'science', 'synthetic biology', 'technology']",943968,2013,Jan,Hadyn Parry,"https://www.ted.com/talks/hadyn_parry_re_engineering_mosquitos_to_fight_disease
"
56,414,28,1357315336,2013-01-04,"['animation', 'film', 'history']",724773,2013,Jan,Don Levy,"https://www.ted.com/talks/don_levy_a_cinematic_journey_through_visual_effects
"
226,1201,23,1357574832,2013-01-07,"['global issues', 'politics', 'psychology', 'society']",606994,2013,Jan,Jonathan Haidt,"https://www.ted.com/talks/jonathan_haidt_how_common_threats_can_make_common_political_ground
"
197,578,31,1357660761,2013-01-08,"['TEDx', 'art', 'disability', 'oceans', 'performance art']",2052286,2013,Jan,Sue Austin,"https://www.ted.com/talks/sue_austin_deep_sea_diving_in_a_wheelchair
"
134,1128,26,1357747468,2013-01-09,"['TEDx', 'art', 'books', 'children', 'design', 'storytelling', 'writing']",879676,2013,Jan,Jarrett J. Krosoczka,"https://www.ted.com/talks/jarrett_j_krosoczka_how_a_boy_became_an_artist
"
54,670,26,1357833607,2013-01-10,"['AIDS', 'TEDx', 'global issues', 'health care', 'medicine', 'pharmaceuticals']",478878,2013,Jan,Boghuma Kabisen Titanji,"https://www.ted.com/talks/boghuma_kabisen_titanji_ethical_riddles_in_hiv_research
"
366,564,39,1357919915,2013-01-11,"['Buddhism', 'body language', 'culture', 'happiness', 'health', 'meditation', 'mindfulness', 'productivity', 'success', 'work']",8033595,2013,Jan,Andy Puddicombe,"https://www.ted.com/talks/andy_puddicombe_all_it_takes_is_10_mindful_minutes
"
127,528,33,1358179151,2013-01-14,"['TEDx', 'activism', 'children', 'dance', 'parenting', 'social change', 'women', 'youth']",815594,2013,Jan,Angela Patton,"https://www.ted.com/talks/angela_patton_a_father_daughter_dance_in_prison
"
169,608,26,1358265675,2013-01-15,"['Bioethics', 'DNA', 'art', 'biology', 'biotech', 'code', 'collaboration', 'community', 'crowdsourcing', 'engineering', 'entrepreneur', 'future', 'genetics', 'innovation', 'invention', 'journalism', 'media', 'microbiology', 'molecular biology', 'open-source', 'science', 'science and art', 'synthetic biology', 'technology']",1164723,2013,Jan,Ellen Jorgensen,"https://www.ted.com/talks/ellen_jorgensen_biohacking_you_can_do_it_too
"
846,577,43,1358352354,2013-01-16,"['TEDx', 'beauty', 'culture', 'fashion', 'photography']",19787465,2013,Jan,Cameron Russell,"https://www.ted.com/talks/cameron_russell_looks_aren_t_everything_believe_me_i_m_a_model
"
93,779,25,1358439521,2013-01-17,"['TEDx', 'biology', 'chemistry', 'disease', 'environment', 'health', 'health care', 'heart health', 'illness', 'medical research', 'medicine', 'molecular biology', 'physiology', 'science']",1042284,2013,Jan,Richard Weller,"https://www.ted.com/talks/richard_weller_could_the_sun_be_good_for_your_heart
"
659,773,37,1358524874,2013-01-18,"['TEDx', 'culture', 'film', 'identity', 'men', 'movies', 'parenting']",4146987,2013,Jan,Colin Stokes,"https://www.ted.com/talks/colin_stokes_how_movies_teach_manhood
"
120,713,32,1358870640,2013-01-22,"['PTSD', 'Syria', 'TEDx', 'global issues', 'journalism', 'war']",939074,2013,Jan,Janine di Giovanni,"https://www.ted.com/talks/janine_di_giovanni_what_i_saw_in_the_war
"
818,1066,28,1358957905,2013-01-23,"['TEDx', 'children', 'culture', 'education', 'parenting', 'student', 'teaching', 'youth']",1485801,2013,Jan,Colin Powell,"https://www.ted.com/talks/colin_powell_kids_need_structure
"
73,701,27,1359043416,2013-01-24,"['Surgery', 'TEDx', 'health care', 'medicine', 'technology']",497489,2013,Jan,Steven Schwaitzberg,"https://www.ted.com/talks/steven_schwaitzberg_a_universal_translator_for_surgeons
"
800,959,40,1359129960,2013-01-25,"['culture', 'global issues', 'love', 'relationships', 'violence', 'women']",3846779,2013,Jan,Leslie Morgan Steiner,"https://www.ted.com/talks/leslie_morgan_steiner_why_domestic_violence_victims_don_t_leave
"
144,740,24,1359389640,2013-01-28,"['business', 'global issues', 'technology', 'work']",1058852,2013,Jan,Wingham Rowan,"https://www.ted.com/talks/wingham_rowan_a_new_kind_of_job_market
"
143,1008,28,1359475302,2013-01-29,"['Internet', 'TEDx', 'children', 'code', 'computers', 'education', 'parenting', 'technology', 'youth']",1725064,2013,Jan,Mitch Resnick,"https://www.ted.com/talks/mitch_resnick_let_s_teach_kids_to_code
"
411,1098,34,1359562882,2013-01-30,"['Gender equality', 'Gender spectrum', 'LGBT', 'TEDx', 'Transgender', 'United States', 'gender', 'identity', 'inequality', 'photography', 'relationships']",2679698,2013,Jan,iO Tillett Wright,"https://www.ted.com/talks/io_tillett_wright_fifty_shades_of_gay
"
103,526,37,1359648137,2013-01-31,"['Middle East', 'TEDx', 'agriculture', 'cities', 'food', 'infrastructure', 'technology', 'water']",1412688,2013,Jan,Fahad Al-Attiya,"https://www.ted.com/talks/fahad_al_attiya_a_country_with_no_water
"
229,208,0,1359734822,2013-02-01,"['children', 'comedy', 'humor']",828203,2013,Feb,Kid President,"https://www.ted.com/talks/kid_president_i_think_we_all_need_a_pep_talk
"
93,588,28,1359994841,2013-02-04,"['compassion', 'democracy', 'global issues', 'politics', 'women']",525297,2013,Feb,Zahra' Langhi,"https://www.ted.com/talks/zahra_langhi_why_libya_s_revolution_didn_t_work_and_what_might
"
312,680,32,1360080167,2013-02-05,"['DNA', 'TEDx', 'bacteria', 'biology', 'children', 'education', 'genetics', 'marketing', 'microbiology', 'physiology', 'psychology', 'science', 'storytelling']",1489438,2013,Feb,Tyler DeWitt,"https://www.ted.com/talks/tyler_dewitt_hey_science_teachers_make_it_fun
"
249,482,36,1360166902,2013-02-06,"['art', 'film', 'life', 'memory', 'online video']",1666552,2013,Feb,Cesar Kuriyama,"https://www.ted.com/talks/cesar_kuriyama_one_second_every_day
"
210,186,41,1360252949,2013-02-07,"['3d printing', 'biology', 'biotech', 'chemistry', 'engineering', 'future', 'health care', 'innovation', 'invention', 'manufacturing', 'medical research', 'medicine', 'molecular biology', 'pharmaceuticals', 'product design', 'science', 'software', 'synthetic biology', 'technology']",987709,2013,Feb,Lee Cronin,"https://www.ted.com/talks/lee_cronin_print_your_own_medicine
"
99,942,29,1360339836,2013-02-08,"['Europe', 'TEDx', 'art', 'cities', 'community', 'global issues', 'government', 'urban planning']",595537,2013,Feb,Edi Rama,"https://www.ted.com/talks/edi_rama_take_back_your_city_with_paint
"
166,576,45,1360598899,2013-02-11,"['TEDx', 'education', 'feminism', 'global issues', 'women']",932561,2013,Feb,Shabana Basij-Rasikh,"https://www.ted.com/talks/shabana_basij_rasikh_dare_to_educate_afghan_girls
"
122,410,32,1360684618,2013-02-12,"['TEDx', 'demo', 'design', 'engineering', 'industrial design', 'infrastructure', 'innovation', 'invention', 'materials', 'science', 'technology', 'urban planning']",984382,2013,Feb,Erik Schlangen,"https://www.ted.com/talks/erik_schlangen_a_self_healing_asphalt
"
301,850,31,1360771231,2013-02-13,"['TEDx', 'business', 'complexity', 'data', 'economics', 'global issues', 'inequality']",2533881,2013,Feb,James B. Glattfelder,"https://www.ted.com/talks/james_b_glattfelder_who_controls_the_world
"
473,1150,35,1360858020,2013-02-14,"['culture', 'love', 'relationships', 'sex']",10524043,2013,Feb,Esther Perel,"https://www.ted.com/talks/esther_perel_the_secret_to_desire_in_a_long_term_relationship
"
158,1017,24,1360943591,2013-02-15,"['TEDx', 'art', 'creativity', 'spoken word', 'writing']",1841716,2013,Feb,Young-ha Kim,"https://www.ted.com/talks/young_ha_kim_be_an_artist_right_now
"
206,895,32,1361203863,2013-02-18,"['Bioethics', 'biotech', 'brain', 'cognitive science', 'cyborg', 'design', 'disability', 'engineering', 'exoskeleton', 'innovation', 'invention', 'mind', 'monkeys', 'neuroscience', 'primates', 'programming', 'prosthetics', 'robots', 'science', 'technology']",1229865,2013,Feb,Miguel Nicolelis,"https://www.ted.com/talks/miguel_nicolelis_a_monkey_that_controls_a_robot_with_its_thoughts_no_really
"
342,733,32,1361289732,2013-02-19,"['behavioral economics', 'business', 'data', 'economics', 'language']",1642461,2013,Feb,Keith Chen,"https://www.ted.com/talks/keith_chen_could_your_language_affect_your_ability_to_save_money
"
162,1089,30,1361375995,2013-02-20,"['TEDx', 'corruption', 'crime', 'economics', 'government', 'protests']",824898,2013,Feb,Afra Raymond,"https://www.ted.com/talks/afra_raymond_three_myths_about_corruption
"
145,1187,29,1361460496,2013-02-21,"['data', 'education', 'global issues', 'inequality', 'teaching']",699088,2013,Feb,Andreas Schleicher,"https://www.ted.com/talks/andreas_schleicher_use_data_to_build_better_schools
"
137,955,26,1361538468,2013-02-22,"['TEDx', 'animals', 'biology', 'biomechanics', 'brain', 'cognitive science', 'ecology', 'evolution', 'flight', 'insects', 'mind', 'nanoscale', 'neuroscience', 'physiology', 'science']",1555722,2013,Feb,Michael Dickinson,"https://www.ted.com/talks/michael_dickinson_how_a_fly_flies
"
117,1080,25,1361808003,2013-02-25,"['children', 'culture', 'engineering', 'family', 'parenting', 'software', 'youth']",1403668,2013,Feb,Bruce Feiler,"https://www.ted.com/talks/bruce_feiler_agile_programming_for_your_family
"
129,189,44,1361910354,2013-02-26,"['TEDx', 'robots']",1193896,2013,Feb,Bruno Maisonnier,"https://www.ted.com/talks/bruno_maisonnier_dance_tiny_robots
"
548,1351,43,1362004680,2013-02-27,"['TED Prize', 'code', 'education', 'technology']",2895821,2013,Feb,Sugata Mitra,"https://www.ted.com/talks/sugata_mitra_build_a_school_in_the_cloud
"
279,761,22,1362089201,2013-02-28,"['energy', 'global issues', 'work']",745252,2013,Feb,Jennifer Granholm,"https://www.ted.com/talks/jennifer_granholm_a_clean_energy_proposal_race_to_the_top
"
838,827,40,1362158807,2013-03-01,"['TED Brain Trust', 'business', 'entertainment', 'music', 'performance art']",9006600,2013,Mar,Amanda Palmer,"https://www.ted.com/talks/amanda_palmer_the_art_of_asking
"
1586,1339,33,1362412271,2013-03-04,"['agriculture', 'climate change', 'green']",4191678,2013,Mar,Allan Savory,"https://www.ted.com/talks/allan_savory_how_to_green_the_world_s_deserts_and_reverse_climate_change
"
205,518,29,1362499002,2013-03-05,"['oceans', 'submarine', 'technology']",3773245,2013,Mar,Edith Widder,"https://www.ted.com/talks/edith_widder_how_we_found_the_giant_squid
"
1413,645,34,1362586018,2013-03-06,"['agriculture', 'culture', 'food', 'garden', 'health', 'social change']",3005687,2013,Mar,Ron Finley,"https://www.ted.com/talks/ron_finley_a_guerilla_gardener_in_south_central_la
"
208,916,35,1362672147,2013-03-07,"['Africa', 'TEDx', 'activism', 'education', 'feminism', 'global development', 'women']",2460131,2013,Mar,Kakenya Ntaiya,"https://www.ted.com/talks/kakenya_ntaiya_a_girl_who_demanded_school
"
720,723,34,1362758503,2013-03-08,"['bullying', 'children', 'compassion', 'depression', 'mental health', 'poetry', 'spoken word']",5316753,2013,Mar,Shane Koyczan,"https://www.ted.com/talks/shane_koyczan_to_this_day_for_the_bullied_and_beautiful
"
1451,1134,27,1363014731,2013-03-11,"['business', 'culture', 'global issues', 'philanthropy']",4259204,2013,Mar,Dan Pallotta,"https://www.ted.com/talks/dan_pallotta_the_way_we_think_about_charity_is_dead_wrong
"
212,925,26,1363100515,2013-03-12,"['TEDx', 'brain', 'insects', 'mental health', 'neuroscience']",1342510,2013,Mar,David Anderson,"https://www.ted.com/talks/david_anderson_your_brain_is_more_than_a_bag_of_chemicals
"
400,1104,25,1363187248,2013-03-13,"['TED Brain Trust', 'biology', 'deextinction', 'philosophy', 'technology']",1939539,2013,Mar,Stewart Brand,"https://www.ted.com/talks/stewart_brand_the_dawn_of_de_extinction_are_you_ready
"
361,837,30,1363265922,2013-03-14,"['activism', 'global issues', 'inequality', 'poverty']",1648677,2013,Mar,Bono,"https://www.ted.com/talks/bono_the_good_news_on_poverty_yes_there_s_good_news
"
135,595,28,1363359960,2013-03-15,"['TED Fellows', 'creativity', 'design', 'manufacturing', 'science', 'technology']",1058569,2013,Mar,Catarina Mota,"https://www.ted.com/talks/catarina_mota_play_with_smart_materials
"
172,751,25,1363611298,2013-03-18,"['Internet', 'TED Brain Trust', 'computers', 'technology']",1265177,2013,Mar,Danny Hillis,"https://www.ted.com/talks/danny_hillis_the_internet_could_crash_we_need_a_plan_b
"
417,1264,32,1363705062,2013-03-19,"['energy', 'entrepreneur', 'exploration', 'innovation', 'solar energy', 'space', 'technology', 'transportation']",4564213,2013,Mar,Elon Musk,"https://www.ted.com/talks/elon_musk_the_mind_behind_tesla_spacex_solarcity
"
902,735,41,1363791588,2013-03-20,"['Asia', 'culture', 'family', 'global issues']",9551344,2013,Mar,Hyeonseo Lee,"https://www.ted.com/talks/hyeonseo_lee_my_escape_from_north_korea
"
156,880,28,1363878093,2013-03-21,"['DNA', 'biology', 'biotech', 'disease', 'engineering', 'future', 'genetics', 'health', 'health care', 'illness', 'innovation', 'medical research', 'medicine', 'molecular biology', 'pharmaceuticals', 'public health', 'science', 'synthetic biology']",796884,2013,Mar,Francis Collins,"https://www.ted.com/talks/francis_collins_we_need_better_drugs_now
"
208,752,29,1363963799,2013-03-22,"['collaboration', 'community', 'conducting', 'entertainment', 'live music', 'technology', 'virtual reality']",1005088,2013,Mar,Eric Whitacre,"https://www.ted.com/talks/eric_whitacre_virtual_choir_live
"
91,523,29,1364225632,2013-03-25,"['TED Fellows', 'architecture', 'biodiversity', 'biology', 'climate change', 'collaboration', 'data', 'design', 'ecology', 'environment', 'health', 'microbes', 'microbiology', 'science', 'sustainability', 'visualizations']",955827,2013,Mar,Jessica Green,"https://www.ted.com/talks/jessica_green_good_germs_make_healthy_buildings
"
328,331,37,1364310023,2013-03-26,"['demo', 'invention', 'nanoscale', 'technology', 'water']",1539504,2013,Mar,Mark Shaw,"https://www.ted.com/talks/mark_shaw_one_very_dry_demo
"
246,440,43,1364392769,2013-03-27,"['agriculture', 'biodiversity', 'technology']",2025005,2013,Mar,Richard Turere,"https://www.ted.com/talks/richard_turere_a_peace_treaty_with_the_lions
"
80,829,29,1364482993,2013-03-28,"['TEDx', 'behavioral economics', 'choice', 'economics', 'monkeys', 'neuroscience']",1342712,2013,Mar,Colin Camerer,"https://www.ted.com/talks/colin_camerer_neuroscience_game_theory_monkeys
"
183,388,0,1364569190,2013-03-29,"['TEDYouth', 'engineering', 'technology']",274986,2013,Mar,Katherine Kuchenbecker,"https://www.ted.com/talks/katherine_kuchenbecker_the_technology_of_touch
"
